"ITEM","CATEGORY","AVAILABLE","PRICE","STATUS","PRODUCER","TITLE SPANISH","UNIT QUANTITY","UNIT","SCHEDULES","SEASON","IS CREDIT","PACK SEPARATELY","PACKING TYPE","MAX PER MEMBER","IMAGE URL","DESCRIPTION","LINK","WEIGHT"
"Q's Nuts | Gift Basket","Snacks + Sweets","50","65","Draft","Q's Nuts","","1","box",,"","false","false",,"10","http://www.qsnuts.com/Portals/2/SmithCart/Images/Specialty_6lrgBasket_sm.jpg","Looking for a unique gift idea? Check out these fantastic Gift Baskets from Q's Nuts. Each basket comes with (6) large bags of nuts (or 12 small for ultimate selection) Pecans are 4.5oz bags ,Cashews are 5 oz. bags and Almonds are 5.5oz bags.
",,"Light"
"Carlisle Honey | Honey Jar","Pantry Staples","19","9.19","Published","Carlisle Honey","","1","jar",,"","false","false",,"10","https://lh4.googleusercontent.com/-mSgIe2b-RZk/UjsGjPOLMxI/AAAAAAAAAYY/QuLZ71RHIm4/w205-h140-no/Carlisle-Wildflower-Honey-16oz.jpg","New England's Finest Honey.

100% Pure Raw Honey just the way the Bees made it!
",,"Light"
"Brown Bear Peanut Butter (Crunchy)","Pantry Staples","23","4.95","Published","Something GUD","","1","Item",,"","false","false",,"10","https://lh5.googleusercontent.com/9UUCcGjPFReq0TDMa1wpIduB3d_1_hLYtnbeEhdvWZk=w306-h244-no","Virginia & Spanish Peanut Co. is located in Providence, Rhode Island and services the New England region with a complete line of nuts, bakery, confectionery and concession supplies.

Their products are roasted daily right in their premises. Their delicious peanut butter is ground to order using only fresh roasted USA #1 Spanish Peanuts and is a local favorite in the Providence area. Welcome to Boston!",,"Light"
"Sparkling Lemonade","Spindrift","500","3.25","Draft","Spindrift","","12","ounce",,"","false","false",,"10","/staticResource/resources/item-no-image.jpg","Made with 3/4 of a fresh squeezed lemon and 1/3 of a fresh squeezed lime.",,"Light"
"Deborah's Kitchen | Peach Melba","Pantry Staples","9998","8","Published","Deborah's Kitchen","","1","Item",,"","false","false",,"10","https://lh5.googleusercontent.com/NmdxzsA662ZK6WtzoSPpcQwmVwqkH8TymyTsDFNMk08=w632-h506-no","Peaches and seeded Raspberries sing swing in an a cappella serenade on your breakfast breads, as salad dressing, mixed with yogurt and as dessert toppings.

Ingredients:
No seeds! Peaches and Raspberries",,"Light"
"Gift Basket 1 (store)","Holiday GIFTS","24","59.95","Draft","Something GUD","","1","Item",,"","false","false",,"10","https://lh6.googleusercontent.com/-fiZ-poeqiRU/UqOQNdEewAI/AAAAAAAAAHw/B3qqp0P8sjw/w406-h541-no/Photo+Dec+07%252C+3+56+28+PM.jpg","Celebrate local food with your friends and family. Our Holiday Gift Baskets have arrived JUST barely in time for the holidays!

Gift Basket 1 Contents includes:

* Fazenda Coffee
* 3 Bags of Q's Nuts
* Deborah's Kitchen Spreadable Fruit
* Taza Oaxacan Sampler
* Cook's Homemade Granola
* Honu's Hearth Kale Chips",,"Light"
"Swissbakers | Pretzel","Swissbakers","998","3.5","Published","Swissbakers","","1","Item",,"","false","false",,"10","http://cdn3.volusion.com/bngnk.svagu/v/vspfiles/photos/Pretzel-2.jpg","No chemical pretzel flavoring here! We use the traditional method of making pretzels for a delicious, authentic flavor.",,"Light"
"Taza | Tazitos Library","Snacks + Sweets","47","22","Published","Taza Chocolate","","1","box",,"","false","false",,"10","http://www.tazachocolate.com/graphics/userUploads/products/TazitoLibrary_349x308.png","Tazitos Crunch: little, but mighty. Crispy brown rice is paired with 65% dark chocolate in five irresistibly crunchy flavors. This is stone ground, organic, dark chocolate as you've never experienced it before. 2 each: Almond Crunch, Hazelnut Crunch, Peanut Crunch, Coconut Crunch, Crispy Crunch.

Ingredients: Cacao beans*, cane sugar*, cocoa butter*, brown rice crisps* (brown rice flour*, sugar*, molasses*, sea salt), almonds*, hazelnuts* peanuts*, shredded coconut*, kosher salt, coconut concentrate*, vanilla beans*. 

*All ingredients certfied organic. Contains peanuts and/or tree nuts.",,"Light"
"Alex's Ugly | Cayano","Pantry Staples","12","8.75","Draft","Alex's UGLY Sauce","","1","Item",,"","false","false",,"10","https://lh6.googleusercontent.com/QndJEfw6xWo-pfEivFeaIazQoRoOIxwcMoIaKpl2jXQ=w153-h90-no","CAYANO",,"Light"
"Sparkling Cranberry Raspberry","Spindrift","499","2.5","Draft","Spindrift","","12","ounce",,"","false","false",,"10","https://lh4.googleusercontent.com/-V3GotPypzAs/UgAEu1Ne3cI/AAAAAAAAAZg/Uj_wIyLvffQ/w70-h105-no/photo.jpg","Made with 19 raspberries, 9 cranberries & fresh squeezed lemon juice.",,"Light"
"Lilac Hedge Farm | Sausage","Meats","93","9.5","Published","Lilac Hedge Farm","","1","Item",,"","false","false",,"10","https://lh6.googleusercontent.com/-DgdZy3MOG0Y/UtX-wl0yD7I/AAAAAAAAAeo/5HogFk35vR4/w414-h181-no/e505ca_de2c60054d7cadac9e25089175855d72.png_srz_459_201_75_22_0.50_1.20_0+%25281%2529.jpg","",,"Light"
"Iggy's | Country | Round","Iggy's","496","3.5","Published","Iggy's Bread","","1","loaf",,"","false","false",,"10","https://lh5.googleusercontent.com/-zIgYGa_0occ/UouNr9QIkgI/AAAAAAAAAF8/nLf_LNYFiGM/w567-h560-no/iglogoround.jpg","",,"Light"
"Daniele | Chubbs | Salame Milano","Daniele","10000","5.99","Published","Daniele, Inc.","","1","Item",,"","false","false",,"10","https://lh4.googleusercontent.com/cYrn4UP2hvVAfCGmbf6tmJVc9SwCfdkrgnOqL7d4OVU=w641-h560-no","Uncured Salame Milano in chubb form. Locally sourced with a smokey flavor. 4 oz.",,"Light"
"Iggy's | Whole Wheat | Baguette","Iggy's","496","3","Published","Iggy's Bread","","1","loaf",,"","false","false",,"10","https://lh5.googleusercontent.com/-zIgYGa_0occ/UouNr9QIkgI/AAAAAAAAAF8/nLf_LNYFiGM/w567-h560-no/iglogoround.jpg","",,"Light"
"Daniele | Salame Felino","Daniele","10000","25.99","Published","Daniele, Inc.","","1","Item",,"","false","false",,"10","https://lh5.googleusercontent.com/yQ7QfknJExgcgeGIUB1NvZH9nmuB4k-6kerjVpc4r_0=w1077-h548-no","Rich Flavor, suave texture - Locally sourced!",,"Light"
"Swissbakers | Party Pretzel","Swissbakers","1000","12","Published","Swissbakers","","1","Item",,"","false","false",,"10","http://cdn3.volusion.com/bngnk.svagu/v/vspfiles/photos/Party-Pretzel-2.jpg","Have a crowd coming over? A giant party pretzel with a swissbäkers bow is sure to please!",,"Light"
"Deborah's Kitchen | Massachusetts Rubies","Pantry Staples","10000","8","Published","Deborah's Kitchen","","1","Item",,"","false","false",,"10","https://lh6.googleusercontent.com/gRD_hA5vfS5BOzDDX2Bl7XAysP3jE-3PlliqRG3NvHY=w617-h494-no","Cranberries, Raspberries and Strawberries, the sweethearts of New England, add refreshing tartness as glazes for pork, turkey and chicken, as well as making surprise appearances for breakfast, sandwich and dessert show stoppers.

Ingredients:
Cranberries, Raspberries, Strawberries",,"Light"
"Swissbakers | Maccaroons","Swissbakers","1000","6.25","Published","Swissbakers","","1","Item",,"","false","false",,"10","http://swissbakers.com/sb/wp-content/uploads/2013/06/chocmacaroons.jpg","Perfectly done classic. Bite-size and great for sharing. Also available drizzled with semi-sweet chocolate.",,"Light"
"Sparkling Blackberry","Spindrift","499","2.5","Draft","Spindrift","","12","ounce",,"","false","false",,"10","https://lh3.googleusercontent.com/-tyKZFNDpsN0/UgAF--fgHRI/AAAAAAAAAaE/hKFjlkf8dbw/w82-h105-no/photo.jpg","Made with 8 whole crushed blackberries and fresh squeezed lemon juice.",,"Light"
"Pretzel Baguette","Swissbakers","500","3.5","Draft","Swissbakers","","1","Item",,"","false","false",,"10","/staticResource/resources/item-no-image.jpg","",,"Light"
"Pretzel Roll","Swissbakers","500","2","Draft","Swissbakers","","1","Item",,"","false","false",,"10","/staticResource/resources/item-no-image.jpg","Made out of pretzel dough",,"Light"
"Iggy's | Country | Baguette","Iggy's","493","3","Published","Iggy's Bread","","1","loaf",,"","false","false",,"10","https://lh5.googleusercontent.com/-zIgYGa_0occ/UouNr9QIkgI/AAAAAAAAAF8/nLf_LNYFiGM/w567-h560-no/iglogoround.jpg","",,"Light"
"Fiore | Stracciatella","Cheese","494","8","Draft","Fiore di Nonno","","1","Item",,"","false","false",,"10","https://lh3.googleusercontent.com/da2XVQnmRcA21g5icNf6pvCBV9v3tDTGABHzGt_pAVU=w234-h176-no","After a much-needed vacation to Italy, Lourdes returned home ready to re-create the traditional Italian stracciatella she had savored overseas. It wasn't long before she figured out the perfect balance for this mixture of fresh cream, mozzarella curds torn into strings, and salt.

Use rich and creamy stracciatella on pizza, or serve it atop salad",,"Light"
"Nella Pasta | Mushroom Duxelle","Pasta","24","11","Published","Nella Pasta","","1","box",,"","false","false",,"10","https://lh4.googleusercontent.com/-032q2GdTNKA/UksJ0Fz6dVI/AAAAAAAAAwY/2bvrrg4mbi8/w640-h551-no/nella+1.png","Oui, Oui! You’d be amazed at how two staple ingredients can come together to create a 
truly distinct taste. Perfected in French kitchens and adopted in our own, we pair sautéed mushrooms with red onion to create a delectable combo. To top it off, we add sweet Marsala wine, reduced to a near syrup-like consistency, for a savory harmony that brings this ravioli to a new level of mouthwatering sumptuousness.",,"Light"
"Tomato Basil Crackers (sm.)","Honu's Hearth","499","3.29","Draft","Honu's Hearth","","1","Item",,"","false","false",,"10","https://lh4.googleusercontent.com/-z6WkFTkwgzg/UgJ4EXVU9II/AAAAAAAAAfE/4i1UfSlZQsY/w137-h105-no/photo.jpg","Wholesome bursts of nutrient-dense flavor are locked in by heating under 115 degrees. A good source of dietary fiber (not a low fat food) and Vitamin C, Honu’s Hearth Crackers are dehydrated, not baked. Packed with beneficial nutrients and enzymes, experience the extraordinary chi!

- Naturally Gluten Free Ingredients
- Wheat Free
- Soy Free
- 100% Raw Vegan",,"Light"
"Swiss Chard & Currant Ravioli","Pasta","500","11","Draft","Nella Pasta","","1","Item",,"","false","false",,"10","https://lh5.googleusercontent.com/-d-0Plr69o8s/Uf_51Yf4nhI/AAAAAAAAAW4/KanHtbDZ2OA/w140-h105-no/photo.jpg","Fresh ravioli pasta with locally sourced ingredients inside!",,"Light"
"Nella Pasta | Broccoli, Feta & Toasted Cashew","Pasta","497","11","Published","Nella Pasta","","1","box",,"","false","false",,"10","https://lh4.googleusercontent.com/-032q2GdTNKA/UksJ0Fz6dVI/AAAAAAAAAwY/2bvrrg4mbi8/w640-h551-no/nella+1.png","Fresh ravioli pasta sourced with local ingredients!",,"Light"
"Swissbakers | Berliner | Cinnamon","Swissbakers","996","2.15","Published","Swissbakers","","1","Item",,"","false","false",,"10","http://cdn3.volusion.com/bngnk.svagu/v/vspfiles/photos/Berliner-Cinnamon-2.jpg","",,"Light"
"Grass Roots Farm - Bacon","Meats","493","15","Draft","Grass Roots Farm","","1","package",,"","false","false",,"10","https://lh3.googleusercontent.com/-M7WOAAYJTdM/Ufw1fPI2NQI/AAAAAAAABEM/ur1_nkOMDak/w205-h206-no/photo.jpg","Grass Roots Farm | Pastured Pork | Bacon",,"Light"
"Salted Almond","Snacks + Sweets","495","5","Draft","Taza Chocolate","","1","Item",,"","false","false",,"10","https://lh6.googleusercontent.com/-gnj3g5--MtE/Uf2R6KEhY3I/AAAAAAAAARQ/uAtm7wZ8pYs/w110-h97-no/SaltedAlmond_110x97.png","A mouthwatering balance of salty and sweet! Taza roasts whole, raw almonds from Big Tree Organic Farms fresh in-house, then stone-grind them with their single origin Dominican cacao in traditional Oaxacan molinos. A finishing touch of kosher salt makes Taza Salted Almond Mexicano completely irresistible.

40% Dark Chocolate. Ingredients: Organic cane sugar, organic cacao beans, organic almonds, kosher salt. Contains tree nuts and may contain traces of peanuts.",,"Light"
"Fiore | Za'atar Burrata","Cheese","495","7.5","Published","Fiore di Nonno","","1","Item",,"","false","false",,"10","https://lh3.googleusercontent.com/da2XVQnmRcA21g5icNf6pvCBV9v3tDTGABHzGt_pAVU=w234-h176-no","Fiore di Nonno's Za'atar Buratta is filled with labne (a rich kefir cheese), Italian mascarpone, and za'atar, a Middle Eastern herb mixture. Try it with roasted beets.",,"Light"
"Carrot Juice","Daniele","499","9","Draft","Motherjuice","","1","jar",,"","false","false",,"10","https://lh4.googleusercontent.com/-YEj5UdpKyIk/UecvxfBkVzI/AAAAAAAAAQI/iHuPsm-MOwk/w205-h140-no/Screen+Shot+2013-07-17+at+7.58.40+PM.png","A carrot-based juice blend fused with seasonal local, organic fruits and veggies.",,"Light"
"Lilac Hedge Farm | Bacon","Meats","98","13.99","Published","Lilac Hedge Farm","","1","Item",,"","false","false",,"10","https://lh6.googleusercontent.com/-DgdZy3MOG0Y/UtX-wl0yD7I/AAAAAAAAAeo/5HogFk35vR4/w414-h181-no/e505ca_de2c60054d7cadac9e25089175855d72.png_srz_459_201_75_22_0.50_1.20_0+%25281%2529.jpg","",,"Light"
"Iggy's | Whole Wheat | Round","Iggy's","487","3.5","Published","Iggy's Bread","","1","loaf",,"","false","false",,"10","https://lh5.googleusercontent.com/-zIgYGa_0occ/UouNr9QIkgI/AAAAAAAAAF8/nLf_LNYFiGM/w567-h560-no/iglogoround.jpg","",,"Light"
"Root Beer","Spindrift","500","7","Draft","Tower Root Beer","","4","Item",,"","false","false",,"10","/staticResource/resources/item-no-image.jpg","4-Pack of Tower Root Beer.",,"Light"
"Fresh Corn, Caramelized Onion & Thyme","Pasta","9","10.5","Draft","Nella Pasta","","1","box",,"","false","false",,"10","https://lh5.googleusercontent.com/-2QXogCL371k/Ug1QTBORrsI/AAAAAAAAAmM/XYK1wpF426o/w140-h105-no/photo.jpg","We’re crazy for corn; we admit it. But we’re far from alone. We spot it served on the cob
at clambakes and cookouts, cut into kernels and cooked into chowders and gumbos, but 
have you tried it in a ravioli? We take this ultra-sweet veggie and slice it raw right off the 
cob. Then we promptly sauté it with sweet caramelized onions and thyme to add a crisp, 
sweet bite to a deliciously cheesy ravioli.",,"Light"
"Brown Bear Peanut Butter (Original)","Pantry Staples","95","4.95","Published","Something GUD","","1","Item",,"","false","false",,"10","https://lh5.googleusercontent.com/9UUCcGjPFReq0TDMa1wpIduB3d_1_hLYtnbeEhdvWZk=w306-h244-no","Virginia & Spanish Peanut Co. is located in Providence, Rhode Island and services the New England region with a complete line of nuts, bakery, confectionery and concession supplies.

Their products are roasted daily right in their premises. Their delicious peanut butter is ground to order using only fresh roasted USA #1 Spanish Peanuts and is a local favorite in the Providence area. Welcome to Boston!",,"Light"
"Pajazza - Plain","Swissbakers","500","4","Draft","Swissbakers","","1","loaf",,"","false","false",,"10","/staticResource/resources/item-no-image.jpg","Fat Free",,"Light"
"Milk (Skim)","Dairy & Eggs","500","4.5","Draft","Shaw Farm","","1","Item",,"","false","false",,"10","/staticResource/resources/item-no-image.jpg","Shaw Farm milk is pasteurized in a low-temperature (146°) vat pasteurizer, held at this temperature for 30 minutes and then cooled to 40 degrees, or lower, before it is bottled, in order to protect the flavor. This is different from the large industry standard of High Temperature/Short Time (HTST) or Ultra-High Temperature (UHT) pasteurization.

While the vat pasteurization process is slower, Shaw feels it is worth it totheir customers to take the extra time to preserve the rich old-fashioned flavor and increased health benefits.",,"Light"
"Pajazzo - Dark","Swissbakers","500","4","Draft","Swissbakers","","1","loaf",,"","false","false",,"10","/staticResource/resources/item-no-image.jpg","Fat free, 25% whole wheat",,"Light"
"e. Classic Mixed Case of Chocolate Mexicano","Snacks + Sweets","50","110","Draft","Taza Chocolate","","1","box",,"","false","false",,"10","http://www.tazachocolate.com/graphics/userUploads/products/MixedClassicLG.png","Our Classic Variety Case of Taza Chocolate Mexicano is perfect for both the chocolate-indecisive and the chocolate-obsessive alike. Whether your favorite is the Cinnamon Mexicano (made with biodynamic cinnamon from Costa Rica) or you're partial to Salted Almond (made with whole roasted almonds from California's Big Tree Organic Farms), we've got you covered. The Classic Variety Case features four discs each of six different flavors, and should keep you well-provisioned for some time. Great for gifting as well! An 8% discount is included in the price of this case.

Bean, Salted Almond, Coffee, and Salt & Pepper. May contain traces of nuts.",,"Light"
"Valicenti Organico | Red Gravy","Pantry Staples","19","9.99","Published","Valicenti Organico","","1","Item",,"","false","false",,"10","https://lh4.googleusercontent.com/qPSH7drIcy5hEP18Z1BScOGLRcEYqqWjvGtTFVjZp1g=w640-h396-no","Valicenti Organico's signature Red Gravy tomato basil sauce made with their very own organic tomatoes and basil with a new low price!

",,"Light"
"Prescott","Robinson Farm","500","13","Draft","Robinson Farm","","1","Item",,"","false","false",,"10","https://lh6.googleusercontent.com/-gUFALXwOXtA/Uecel8PCVWI/AAAAAAAAANM/CCz5Fm9tmmc/w205-h140-no/cheese1.jpg","2012 Gold Medal

A dense, complex, Alpine style cheese with a mosaic of nutty notes 
and a slight saline finish. 
Aged 9-12 months.",,"Light"
"Robinson Farm | Robinson Family Swiss","Cheese","0","10.95","Out of Stock","Robinson Farm","","1","Item",,"","false","false",,"10","https://lh5.googleusercontent.com/MSaIe4Q0ReR4PUR0OxVsI3nFNXn-dBHcmenvNxrWB6s=w220-h219-no","Robinson Family Swiss** 2011 Gold Medal

Creamy texture, bursting with nutty sweetness and laced with pea-sized holes. Aged 6-10 months. 

",,"Light"
"Feather Brook Farm - Rabbit","Meats","49","33.95","Published","Feather Brook Farm","","1","Item",,"","false","false",,"10","https://lh3.googleusercontent.com/-kI40juMxqDI/UpDvS5YN7GI/AAAAAAAAAG8/4mlSpI-XtoI/w945-h531-no/logo+art+in+indesign.jpg","Tad from Feather Brook Farm has learned some new tricks! In addition to his incredible chicken product (a MUST try) he has now added a new specialty. Local, free-range rabbit. 

Contents: 1 Wabbit",,"Light"
"Green Juice","Daniele","480","9","Draft","Motherjuice","","1","jar",,"","false","false",,"10","https://lh6.googleusercontent.com/-nF1RRi9a2g8/UectOa_6teI/AAAAAAAAAPE/x5DC7JUtxkQ/w205-h140-no/Screen+Shot+2013-07-17+at+7.46.29+PM.png","A revitalizing blend of local, organic seasonal greens and veggies.",,"Light"
"Pajazzo - Seeded","Swissbakers","500","4","Draft","Swissbakers","","1","loaf",,"","false","false",,"10","/staticResource/resources/item-no-image.jpg","Fat Free",,"Light"
"Coffee","Snacks + Sweets","500","5","Draft","Taza Chocolate","","1","Item",,"","false","false",,"10","https://lh6.googleusercontent.com/-Wt2oH6VU_rw/Uf2R40gCBkI/AAAAAAAAAQs/9D3t4qkLJoo/w110-h97-no/Coffee_110x97.png","The deep chocolaty and nutty nuances of Counter Culture Coffee's Direct Trade certified beans marry perfectly with Taza's stone ground organic Dominican cacao. To create the ideal flavor balance, Counter Culture custom-roasts the coffee beans just a tad darker than usual (dubbed ""the Taza Roast""). 

55% Dark Chocolate. Ingredients: Organic cacao beans, organic cane sugar, and organic coffee. May contain traces of tree nuts and/or peanuts.",,"Light"
"Naragansett Creamery | Renaissance Ricotta","Cheese","9998","5","Published","Naragansett Creamery","","1","Item",,"","false","false",,"10","http://greenegrape.files.wordpress.com/2010/10/narangansett.gif","Renaissance Ricotta: Heated in a steam kettle then hand-dipped into traditional tins, our Renaissance Ricotta can be enjoyed savory or sweet.  This cheese has won many awards and once you taste it, you'll know why.",,"Light"
"Fazenda Coffee | Dark Roast","Drinks","24","11.95","Published","Fazenda Coffee","","12","oz",,"","false","false",,"10","https://lh3.googleusercontent.com/TNv-vYuesnwT7MD1RzSN2JeIflqSL3dIsIOFwowmKhE=w893-h518-no","Good Coffee is our cause.

At Fazenda Coffee Roasters we pride ourselves on offering only the highest quality seasonal beans available.  As artisans, we roast only specialty coffee in small batches.

From green coffee selection to creating a roast profile that best fits each coffee, from tracking every batch to tasting them ourselves in daily cuppings, to learning and sharing the art and science of our passion, we apply rigorous criterion and set the highest of standards.",,"Light"
"Bee Fields Farm | Sunrise Tea","Drinks","6","15","Published","Bee Fields Farm","","3","oz",,"","false","false",,"10","http://www.beefieldsfarm.com/sites/default/files/uploads/Images/logosm.jpg","A minty blend of herbs to greet a new day with.

Sunrise Tea is made from Lemon Balm (Melissa officinalis), Spearmint (Mentha spicata 'Nana'), Peppermint (Mentha x piperita), Calendula petals (Calendula officinalis).

Bee Fields Farm makes herbal tea.",,"Light"
"Robinson Farm | Tekenink Tomme","Cheese","46","10.95","Published","Robinson Farm","","1","Item",,"","false","false",,"10","https://lh5.googleusercontent.com/MSaIe4Q0ReR4PUR0OxVsI3nFNXn-dBHcmenvNxrWB6s=w220-h219-no","Tekenink Tomme** (tee-key-neek tum) 2011 Gold Medal, 2012 Bronze Medal

Rustic, pungent, slightly saline, creamy. Our sharpest cheese. ",,"Light"
"Pajazzo - Multigrain","Swissbakers","500","4.5","Draft","Swissbakers","","1","loaf",,"","false","false",,"10","/staticResource/resources/item-no-image.jpg","Perfect for a hearty meal",,"Light"
"Tuscan Kale Krunch","Honu's Hearth","496","5.59","Draft","Honu's Hearth","","1","bag",,"","false","false",,"10","https://lh5.googleusercontent.com/-n8BP7HKlQIM/UgRT6ErvtTI/AAAAAAAAAgc/N2_yd3tgBJY/w213-h105-no/photo.jpg","",,"Light"
"Q's Nuts | Gift Basket 2","Snacks + Sweets","50","39.95","Draft","Q's Nuts","","1","box",,"","false","false",,"10","http://www.qsnuts.com/Portals/2/SmithCart/Images/3%20lg%20bag%20basket.jpg","Medium gift basket with two large bags of nuts, 5 small bags of nuts and an ""eat my nuts"" bumper sticker. ",,"Light"
"Gift Basket 2 (store)","Holiday GIFTS","20","99.95","Draft","Something GUD","","1","Item",,"","false","false",,"10","https://lh3.googleusercontent.com/-LlAUcKgLA_A/UqOSV1CNYmI/AAAAAAAAAIM/QPgSvhZQ15U/w406-h541-no/Photo+Dec+07%252C+4+02+51+PM.jpg","Celebrate local food with your friends and family. Our Holiday Gift Baskets have arrived JUST barely in time for the holidays!

Gift Basket 2 Contents includes:

* Fazenda Coffee
* 3 Bags of Q's Nuts
* Deborah's Kitchen Spreadable Fruit
* Taza Tazito Library
* 2 Danielle Pre-Sliced Charcuterie
* Danielle Chubb
* Robinson Cheese
* Evy Tea
* Effie's Homemade Crackers
",,"Light"
"Lilac Hedge Farm - Turkey","Holiday GIFTS","25","115","Draft","Something GUD","","1","Item",,"","false","false",,"10","https://lh3.googleusercontent.com/-RWI5j392yEk/UnpOCemmpbI/AAAAAAAAAC8/3YfVnhh5Bno/w720-h560-no/turkey-cartoon.jpg","We have teamed with Lilac Hedge Farm (http://www.lilachedgefarm.com/#!about/c2ri) to offer a wonderful holiday free-range, organic turkey! Size will be between 18 and 22 pounders

",,"Light"
"Taza | 87% Stone Ground Dark Chocolate Bar","Snacks + Sweets","12","7.5","Published","Taza Chocolate","","1","Item",,"","false","false",,"10","http://www.tazachocolate.com/graphics/userUploads/products/87_387x3421.png","The darkest chocolate we make. Nutty, floral, and incredibly intense, this is the only American chocolate crafted from cacao grown by the Bolivian cooperative CIAAB (Central Integral Agroecologica de Alto Beni). A singular, profound cacao experience. 100% USDA certified organic.

Ingredients: 87% Dark Chocolate (Organic cacao beans, organic cane sugar, organic vanilla bean). May contain traces of tree nuts and/or peanuts.",,"Light"
"Iggy's | French | Round","Iggy's","494","3.5","Published","Iggy's Bread","","1","loaf",,"","false","false",,"10","https://lh5.googleusercontent.com/-zIgYGa_0occ/UouNr9QIkgI/AAAAAAAAAF8/nLf_LNYFiGM/w567-h560-no/iglogoround.jpg","",,"Light"
"Steak","","100","15","Draft","Something GUD","","1","pound",,"","false","false",,"10","/staticResource/resources/item-no-image.jpg","",,"Light"
"Swissbakers | Almond Croissant","Swissbakers","998","3.25","Published","Swissbakers","","1","Item",,"","false","false",,"10","http://a248.e.akamai.net/origin-cdn.volusion.com/bngnk.svagu/v/vspfiles/photos/Almond-Croissant-2.jpg","One of our favorites. Our butter croissant filled with delicious almond paste, glazed, and topped with sliced almonds.",,"Light"
"Swissbakers | Pajazzo | Regular","Swissbakers","997","3.75","Published","Swissbakers","","1","Item",,"","false","false",,"10","http://a248.e.akamai.net/origin-cdn.volusion.com/bngnk.svagu/v/vspfiles/photos/Pajazzo-2.jpg?1356185289","Naturally fat-free, the Pajazzo is our answer to the classic French baguette. Crunchy on the outside and soft and chewy on the inside, this bread is a crowd-pleaser.",,"Light"
"Lifeforce Juice | Beet Poet","Drinks","999","8.99","Published","Lifeforce Juice","","1","Item",,"","false","false",,"10","http://lifeforcejuice.com/wp-content/uploads/2012/12/beet_apple_cucumber.jpg","Cleanse and nourish with this blend of potent fruits and roots.

Ingredients: Beet, Apple, Cucumber. 100 percent organic.",,"Light"
"c. Chocolate Mexicano Sampler","Snacks + Sweets","50","21","Draft","Taza Chocolate","","1","box",,"","false","false",,"10","http://www.tazachocolate.com/graphics/userUploads/products/Sampler2_387x342%20(2).png","The Taza Chocolate Mexicano Sampler offers a fun, affordable, and infinitely shareable way for chocolate lovers to try lots of Taza's bright, bold flavors. Some spicy, some sweet, some savory -- there's something for everyone!

Contains: 8 x 1.35 OZ Chocolate Mexicano discs, one each of Cacao Puro, Chipotle Chili, Cinnamon, Ginger, Guajillo Chili, Orange, Salt & Pepper, and Vanilla Bean. May contain traces of nuts.",,"Light"
"b. Chocolate Mexicano Classic Collection","Snacks + Sweets","50","28","Draft","Taza Chocolate","","1","box",,"","false","false",,"10","http://www.tazachocolate.com/graphics/userUploads/products/Classic_Collection2387x342.png","The Taza Chocolate Mexicano Classic Collection celebrates the centuries-old Mexican stone ground chocolate tradition that inspired founder Alex Whitmore to create Taza Chocolate. A perfect, any-occasion gift for the serious chocolate lover.

Contains: 6 x 2.7 OZ Chocolate Mexicano discs, one each of Guajillo Chili, Cinnamon, Vanilla Bean, Salt and Pepper, Coffee, and Salted Almond. May contain traces of nuts.",,"Light"
"Cacao Puro","Snacks + Sweets","496","5","Draft","Taza Chocolate","","1","Item",,"","false","false",,"10","https://lh4.googleusercontent.com/-co5EdUmSMK0/Uf2R5l4zweI/AAAAAAAAARE/QEhFQo81nUc/w110-h97-no/Puro_Overhead-Clipped2.png","The purest expression of our chocolate, made from only two ingredients: single origin Dominican cacao and organic raw cane sugar. Taza makes Cacao Puro with Oaxacan stone mills, grinding the cacao twice - once by itself, then a second time with the sugar. This minimal process lends Cacao Puro its rustic stone ground texture and bright wine-like flavor.

70% Dark Chocolate. Ingredients: Organic cacao beans and organic cane sugar. May contain traces of tree nuts and/or peanuts.",,"Light"
"Taza | Oaxacan Sampler","Snacks + Sweets","49","11.5","Published","Taza Chocolate","","1","box",,"","false","false",,"10","http://www.tazachocolate.com/graphics/userUploads/products/Oaxacan387x342.png","We use Oaxacan stone mills, instead of steel refiners, to grind our cacao, resulting in a unique texture and robust flavor. Four traditional flavors in a unique cut-out gift package celebrate the culinary richness of Oaxaca. A perfect hostess or holiday gift!

Contains 4 1.35-oz Chocolate Mexicano Discs: Guajillo Chili, Cacao Puro, Cinnamon, and Vanilla. May contain traces of nuts.",,"Light"
"Orange","Snacks + Sweets","499","5","Draft","Taza Chocolate","","1","Item",,"","false","false",,"10","https://lh3.googleusercontent.com/-ZJkeGtbARus/Uf2R5g22sWI/AAAAAAAAAQ8/eL6AfFk1U9k/w110-h97-no/Orange_Overhead-Clipped.png","A modern, Mexican-inspired spin on the classic flavor combination of chocolate and orange. Taza gently roasts and stone-grinds their single-origin Dominican cacao to preserve its bright, intense flavor and rustic texture. Then we stir in premium organic orange oil for a perfect balance of sweet citrus and rich dark chocolate.

70% Dark Chocolate. Ingredients: Organic cacao beans, organic cane sugar, organic orange oil. May contain traces of tree nuts and/or peanuts.",,"Light"
"Roasted Beet & Goat Cheese Ravioli","Pasta","500","11","Draft","Nella Pasta","","1","box",,"","false","false",,"10","https://lh5.googleusercontent.com/-d-0Plr69o8s/Uf_51Yf4nhI/AAAAAAAAAW4/KanHtbDZ2OA/w140-h105-no/photo.jpg","Fresh ravioli pasta sourced from local ingredients.",,"Light"
